abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"The Odd Fellows' parade this day, on the occasion of the dedication of their New Hall in Moyamensing, was destroyed by the bad weather. Several of the Lodges, however, paraded and looked well. An order for postponement was made in this morning, until next Friday; but afterwards revoked , not in time, however, for many who had gone home to re-assemble. The Hall was dedicated with the usual ceremonies.  ",https://www.nytimes.com/1851/09/23/archives/philadelphia-odd-fellows-paradethe-christiana-murder.html,,,4,The New York Times,[],"{'main': ""PHILADELPHIA.; Odd Fellows' Parade--The Christiana Murder."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""PHILADELPHIA.; Odd Fellows' Parade--The Christiana Murder."", 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of the New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/92da70fe-4cb2-5f4d-9f03-5de34e2e9b58,0,nyt://article/92da70fe-4cb2-5f4d-9f03-5de34e2e9b58
,https://www.nytimes.com/1851/09/23/archives/serious-break-in-the-erie-canal.html,,,2,The New York Times,[],"{'main': 'Serious Break in the Erie Canal.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Serious Break in the Erie Canal.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/957135d4-be22-5b5a-81e9-47f0a44672cd,0,nyt://article/957135d4-be22-5b5a-81e9-47f0a44672cd
"HOE'S CAST STEEL CIRCULAR AND LONG SAWS.--The subscribers manufacture from the best cast steel, Circular Saws, from two inches to five feet diameter. These saws are carefully hardened and tempered and are ground and finished by machinery designed expressly for the purpose, and are therefore much superior in truth and uniformity of surface to those ground in the usual manner.  ",https://www.nytimes.com/1851/09/22/archives/front-page-2-no-title.html,,,1,The New York Times,[],"{'main': 'Front Page 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Front Page 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/95ff0319-6094-5a6d-b086-161cbdc636fb,0,nyt://article/95ff0319-6094-5a6d-b086-161cbdc636fb
"The arrangement of all the articles entered for Exhibition at the Fair, and the designation and completion of the various committees for the examination of them preparatory to reports upon their comparative excellencies, were finished yesterday forenoon.  ",https://www.nytimes.com/1851/09/23/archives/the-state-fair-third-day.html,,,3,The New York Times,[],"{'main': 'The State Fair.; THIRD DAY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The State Fair.; THIRD DAY.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of the New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/9b7c79ce-cfd8-5613-8e96-05fe3df42908,0,nyt://article/9b7c79ce-cfd8-5613-8e96-05fe3df42908
"A meeting of literary men is to be held in the Governor's room of the City Hall on Wednesday next, to pay some mark of honor to the memory of James Fenimore Cooper, out grant romancer. Washington Irving is to preside at this meeting, and the other officers are to be gentlemen of the highest character is point of literary standing. Bryant, Bancroft and Halleck are to be Vice Presidents.  ",https://www.nytimes.com/1851/09/22/archives/article-3-no-title.html,,,2,The New York Times,[],"{'main': 'Article 3 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 3 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/9db474f6-25e3-5158-9f80-18857f4cbc04,0,nyt://article/9db474f6-25e3-5158-9f80-18857f4cbc04
,https://www.nytimes.com/1851/09/23/archives/the-southern-mailnaval-intelligence-c.html,,,2,The New York Times,[],"{'main': 'The Southern Mail--Naval Intelligence. &c.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Southern Mail--Naval Intelligence. &c.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/a142c7e5-c1a5-5e15-b2c4-5a1c9ab0dd00,0,nyt://article/a142c7e5-c1a5-5e15-b2c4-5a1c9ab0dd00
,https://www.nytimes.com/1851/09/22/archives/married.html,,,3,The New York Times,[],"{'main': 'MARRIED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARRIED.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/a285bb5a-04bf-53c0-94c9-9015e3913f75,0,nyt://article/a285bb5a-04bf-53c0-94c9-9015e3913f75
"Both the Southern mails are received. Several Cuban Expeditionists returned to Savannah on Tuesday, from Jacksonville. They say the expedition is completely abandoned, and the parties have all left Jacksonville.  ",https://www.nytimes.com/1851/09/22/archives/southern-mallcuban-expeditionists-at-jacksonvillegeorgia-election-c.html,,,2,The New York Times,[],"{'main': 'Southern Mall--Cuban Expeditionists at Jacksonville--Georgia Election, &c.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Southern Mall--Cuban Expeditionists at Jacksonville--Georgia Election, &c.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/a4710958-bf11-58d7-a29e-93ea431524d8,0,nyt://article/a4710958-bf11-58d7-a29e-93ea431524d8
Editor of Austrian Lloyds Expelled from Austria,https://www.nytimes.com/1851/09/22/archives/article-7-no-title.html,Editor of Austrian Lloyds Expelled from Austria,,2,The New York Times,[],"{'main': 'Article 7 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 7 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/a4845e71-e4cd-5b2c-acfb-4078ce958af9,0,nyt://article/a4845e71-e4cd-5b2c-acfb-4078ce958af9
,https://www.nytimes.com/1851/09/22/archives/special-notices.html,,,3,The New York Times,[],"{'main': 'SPECIAL NOTICES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SPECIAL NOTICES.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/a548cf39-fdb3-570d-8306-6a479a634580,0,nyt://article/a548cf39-fdb3-570d-8306-6a479a634580
"We are now in the thick of the half-yearly railway gatherings, at which the shareholders congregate, in eager anticipation of the good things which directors have to announce for their benefit. Ever since the disclosure of the ""dodges"" by which the ex-railway potentate, Hudson, contrived to make things ""pleasant,"" these gatherings have been scrutinised far more closely than used to be the case.  ",https://www.nytimes.com/1851/09/22/archives/england-railway-reportsthe-queens-visit-to-scotlandbloomerism.html,,,4,The New York Times,[],"{'main': ""ENGLAND.; Railway Reports--The Queen's Visit to Scotland--Bloomerism abroad--Ascent of Mont Blane--The Yacht America, &c. &c."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""ENGLAND.; Railway Reports--The Queen's Visit to Scotland--Bloomerism abroad--Ascent of Mont Blane--The Yacht America, &c. &c."", 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of The New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/a7d0171b-ab84-5135-98d5-9c06264bf194,0,nyt://article/a7d0171b-ab84-5135-98d5-9c06264bf194
,https://www.nytimes.com/1851/09/22/archives/the-european-and-north-american-railroad.html,,,2,The New York Times,[],"{'main': 'The European and North American Railroad.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The European and North American Railroad.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/addf0e9a-e563-5767-abf1-5da24592b83e,0,nyt://article/addf0e9a-e563-5767-abf1-5da24592b83e
"Suddenly, yesterday morning, JOHN H. POTTS, in the 45th year of his age. The members of the New-York Typographical Society and the craft generally, the Whitchall Benevolent Association, and the friends of the family, are invited to attend the funeral, from his late residence, No. 6 Varick-street, on Wednesday morning, at 8 o'clock precisely. His remains will be taken to Trenton for intermen.  ",https://www.nytimes.com/1851/09/23/archives/died.html,,,4,The New York Times,[],"{'main': 'DIED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DIED.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b0ec35bd-49b4-5f6f-958e-5781ad129946,0,nyt://article/b0ec35bd-49b4-5f6f-958e-5781ad129946
"The Courier and Enquirer discusses the punishment of death for murder, in connection with the recent execution of Stockey. It says: The right to take life in punishment for murder is the highest of all social prerogatives, and its exercise is the most awful of civil procedures.  ",https://www.nytimes.com/1851/09/23/archives/topics-of-the-day.html,,,4,The New York Times,[],"{'main': 'TOPICS OF THE DAY,', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TOPICS OF THE DAY,', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b13f1366-6b10-5688-a009-a456b73f476b,0,nyt://article/b13f1366-6b10-5688-a009-a456b73f476b
"By the arrival of the Cherokee, we have received dates from San Francisco to the 16th August--one day later. There were eleven days before the elections. Both parties were about to hold their Conventions.  ",https://www.nytimes.com/1851/09/23/archives/from-california-one-day-later.html,,,1,The New York Times,[],"{'main': 'FROM CALIFORNIA.; One Day Later.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FROM CALIFORNIA.; One Day Later.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b141e6d3-fcd9-5913-8b5e-516876cbbfc9,0,nyt://article/b141e6d3-fcd9-5913-8b5e-516876cbbfc9
"The U. S. Mail steamship Cherokee, Capt. WINDLE, arrived at this port yesterday afternoon, from Havana on the 17th inst. The news is not important. The island was perfectly quiet, and the prospects of business were improving.  ",https://www.nytimes.com/1851/09/23/archives/later-from-cuba-arrival-of-the-cherokeemore-americans-capturedquiet.html,,,1,The New York Times,[],"{'main': 'LATER FROM CUBA.; Arrival of the Cherokee--More Americans Captured--Quiet Restored.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATER FROM CUBA.; Arrival of the Cherokee--More Americans Captured--Quiet Restored.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b4436a11-7d36-5721-869f-30d4e37325b3,0,nyt://article/b4436a11-7d36-5721-869f-30d4e37325b3
Catholics in England,https://www.nytimes.com/1851/09/23/archives/the-catholics-in-great-britain.html,Catholics in England,,2,The New York Times,[],"{'main': 'The Catholics in Great Britain.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Catholics in Great Britain.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b593815b-bda0-5de7-a45e-408e9bc3a421,0,nyt://article/b593815b-bda0-5de7-a45e-408e9bc3a421
"ARNOLDS FIRST LATIN BOOK, remodeled and rewritten and adapted to the Ollendorff method of instruction. BY ALBERT HARKNESS, Senior Master of the Providence High School. D. Appleton  Co., No. 200 Broadway.  ",https://www.nytimes.com/1851/09/22/archives/new-publications.html,,,1,The New York Times,[],"{'main': 'NEW PUBLICATIONS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEW PUBLICATIONS.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/b96b7aed-4a66-57fb-9e3b-27e52cc88403,0,nyt://article/b96b7aed-4a66-57fb-9e3b-27e52cc88403
"THE NEW SAVINGS BANK.--This Bank which has only been in operation some three weeks, was established under the most favorable auspices, and from appearances the people have every confidence in it. Already their deposits amount to about $22, 000, and are rapidly increasing every day, and we anticipate for it a large business.  ",https://www.nytimes.com/1851/09/23/archives/williamsburg-the-new-savings-bank.html,,,1,The New York Times,[],"{'main': 'WILLIAMSBURG.; THE NEW SAVINGS BANK', 'kicker': '1', 'content_kicker': None, 'print_headline': 'WILLIAMSBURG.; THE NEW SAVINGS BANK', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c23d5487-6a83-5e76-8dd0-fa7227261f5b,0,nyt://article/c23d5487-6a83-5e76-8dd0-fa7227261f5b
,https://www.nytimes.com/1851/09/22/archives/financial.html,,,4,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c2a3bc15-5907-557a-be7b-1a584f94d50a,0,nyt://article/c2a3bc15-5907-557a-be7b-1a584f94d50a
"We noticed, a few days since, a rumor that appeared in some of the Southern papers, of a movement on the Rio Grande, to get up a revolution in the Mexican State of Tamanlipas. A correspondent of The St. Louis Republican, noticing the report, gives some interesting information concerning the character of that country, which we copy as follows:  ",https://www.nytimes.com/1851/09/22/archives/tamanlipas.html,,,3,The New York Times,[],"{'main': 'Tamanlipas.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Tamanlipas.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c41688a6-251f-5a9b-94bc-c0c192d7c9ce,0,nyt://article/c41688a6-251f-5a9b-94bc-c0c192d7c9ce
,https://www.nytimes.com/1851/09/23/archives/latest-intelligence-from-wahingtonpopulation-of-south-carolinathe.html,,,2,The New York Times,[],"{'main': ""LATEST INTELLIGENCE; From Wahington--Population of South Carolina--The President's Health, &c."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE; From Wahington--Population of South Carolina--The President's Health, &c."", 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': 'By Telegraph To the New-York Times', 'person': [], 'organization': 'The New York Times'}",Archives,nyt://article/c5d9f9d0-524d-5d45-9092-0f86b62d8183,0,nyt://article/c5d9f9d0-524d-5d45-9092-0f86b62d8183
Letter accepting nomination as Gov. of Mass,https://www.nytimes.com/1851/09/23/archives/article-7-no-title.html,Letter accepting nomination as Gov. of Mass,,2,The New York Times,[],"{'main': 'Article 7 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 7 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c647d4f1-50cb-537b-8e97-b23e4e426132,0,nyt://article/c647d4f1-50cb-537b-8e97-b23e4e426132
"I have made some further inquiry about the case of Col Webb and Gen. Wool. There is no getting at the exact particulars, because the story has only oozed out from themselves. The rumor all over the city about the fracas on Thursday afternoon, between Col. Webb and Gen.  ",https://www.nytimes.com/1851/09/22/archives/difficulty-between-gen-wool-and-col-webb.html,,,2,The New York Times,[],"{'main': 'Difficulty between Gen. Wool and Col. Webb.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Difficulty between Gen. Wool and Col. Webb.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/c871643b-f156-52a8-a28a-1488e0304868,0,nyt://article/c871643b-f156-52a8-a28a-1488e0304868
